"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Agrostis capillaris","Alnus incana","Anemone nemorosa","Angelica sylvestris","Betula pendula","Betula pubescens","Calamagrostis arundinacea","Calamagrostis epigejos","Calluna vulgaris","Carex digitata","Carex globularis","Convallaria majalis","Deschampsia cespitosa","Deschampsia flexuosa","Dryopteris carthusiana","Empetrum nigrum","Epilobium angustifolium","Equisetum sylvaticum","Fragaria vesca","Geranium sylvaticum","Goodyera repens","Gymnocarpium dryopteris","Hepatica nobilis","Juniperus communis","Linnaea borealis","Luzula pilosa","Lycopodium annotinum","Maianthemum bifolium","Melampyrum pratense","Melampyrum sylvaticum","Melica nutans","Orthilia secunda","Oxalis acetosella","Picea abies","Pinus sylvestris","Populus tremula","Potentilla erecta","Pteridium aquilinum","Rubus idaeus","Rubus saxatilis","Salix caprea","Solidago virgaurea","Sorbus aucuparia","Trientalis europaea","Vaccinium myrtillus","Vaccinium vitis-idaea","Veronica chamaedrys","Veronica officinalis","Viola palustris","Viola riviniana"
"plant_dec_3_SB_SampleID_154",324900,6902810,2006,528.332321166992,4.5583332243065,142,-0.2075,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_155",340890,6902810,2006,513.796426773071,4.46666665871938,144,-0.2075,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
"plant_dec_3_SB_SampleID_156",388870,6902810,2006,589.746843338013,4.24999999006589,151,-0.2075,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_157",452850,6902810,2006,615.023513793945,4.30833344161511,154,-0.2075,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_158",468840,6902810,2006,614.557384490966,4.18333337704341,154,-0.2075,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"plant_dec_3_SB_SampleID_159",484840,6902810,2006,632.052791595459,4.08333339293798,151,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_160",612780,6902810,2006,660.189566612243,3.90000011523564,156,-0.2075,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"plant_dec_3_SB_SampleID_161",660770,6902810,2006,659.593534469604,3.5416666418314,156,-0.2075,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_162",356890,6903210,2006,562.443511009216,4.30833335220814,152,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_163",644770,6903210,2006,644.647527694702,3.69166652361552,154,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_164",372880,6903610,2006,570.219269752503,4.25833339989185,151,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_165",676760,6904010,2006,671.171378135681,3.44166663785776,154,-0.2075,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"plant_dec_3_SB_SampleID_166",500830,6918800,2006,624.517246246337,4.05000000198682,155,-0.2075,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_167",532820,6918800,2006,628.055562973023,4.25833324591319,153,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_168",596790,6918800,2006,647.157125473022,3.8666667987903,155,-0.2075,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_169",612780,6918800,2006,651.908768653869,3.75833337008953,156,-0.2075,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_170",628780,6918800,2006,630.079488754273,3.90833323697249,152,-0.2075,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_171",436860,6919200,2006,586.281852722168,4.0750000278155,148,-0.2075,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_172",676760,6919200,2006,703.269411087036,3.24166659762462,158,-0.2075,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
"plant_dec_3_SB_SampleID_173",212950,6934790,2006,674.989323616027,5.55833335717519,131,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"plant_dec_3_SB_SampleID_174",484840,6934790,2006,621.344543457032,4.02500006059806,157,-0.2075,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_175",500830,6934790,2006,634.459367752076,3.99166663984458,156,-0.2075,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_176",548810,6934790,2006,641.19048500061,4.11666653553644,160,-0.2075,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_177",612780,6934790,2006,646.749967575074,3.73333334426085,153,-0.2075,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"plant_dec_3_SB_SampleID_178",628780,6934790,2006,627.908053398133,3.82499989370504,153,-0.2075,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_179",660770,6934790,2006,678.576048851013,3.38333334525426,164,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_180",692750,6934790,2006,706.156576156616,3.16666668280959,170,-0.2075,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_181",708750,6935990,2006,710.044198989868,3.10833341876666,170,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_182",436860,6950790,2006,608.887927055359,4.10000008841356,148,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_183",452850,6950790,2006,598.307022094727,4.09999999900659,148,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_184",484840,6950790,2006,687.141138076782,3.95833337803682,156,-0.2075,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_185",516820,6950790,2006,614.976346969604,3.98333344360193,159,-0.2075,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
"plant_dec_3_SB_SampleID_186",548810,6950790,2006,644.647026062011,3.94166667262713,160,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_187",628780,6950790,2006,651.805988311767,3.70833317438761,160,-0.2075,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_188",692750,6950790,2006,699.115917205811,3.00000005153318,170,-0.2075,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"plant_dec_3_SB_SampleID_189",212950,6951190,2006,694.852231025696,5.38333329558372,128,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_190",468840,6951190,2006,619.858022689819,3.96666673322519,157,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_191",580800,6951590,2006,679.838092803955,3.8166667073965,161,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_192",596790,6951990,2006,655.492568969726,3.65833337604999,161,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_193",212950,6966780,2006,678.554446220398,5.34999996423721,127,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_194",468840,6966780,2006,600.020555496216,3.87500001986821,156,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_195",548810,6966780,2006,644.403038024902,3.85833339889844,160,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_196",580800,6966780,2006,691.158920288086,3.54166672627132,166,-0.2075,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_197",612780,6966780,2006,697.228538513184,3.37500006208818,163,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_198",692750,6966780,2006,690.453929901123,2.94166672602296,171,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_199",596790,6967180,2006,699.174510955811,3.41666653007269,163,-0.2075,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_200",644770,6967180,2006,707.822949409485,3.1416667898496,162,-0.2075,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0
"plant_dec_3_SB_SampleID_201",228940,6982770,2006,583.819430351258,5.24166655540466,130,-0.2075,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_202",244930,6982770,2006,557.636914253235,5.07499991854032,144,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_203",260930,6982770,2006,567.661859512329,4.96666666865349,144,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_204",436860,6982770,2006,592.983252525329,4.05833326280117,153,-0.2075,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_205",452850,6982770,2006,586.659092903137,4.20833314955235,153,-0.2075,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1
"plant_dec_3_SB_SampleID_206",500830,6982770,2006,585.494758605957,3.95833335816861,153,-0.2075,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_207",516820,6982770,2006,574.408960342407,4.09166667858759,157,-0.2075,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_208",212940,6983170,2006,654.893461227417,5.4333333671093,132,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_209",676760,6983170,2006,712.029085159302,2.86666662991046,169,-0.2075,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_210",628780,6983570,2006,690.808135986328,3.29999996721744,161,-0.2075,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
"plant_dec_3_SB_SampleID_211",644770,6983970,2006,718.603695869446,3.02499994821847,162,-0.2075,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_212",260930,6998770,2006,547.97820186615,5.14166674017907,144,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_213",420860,6998770,2006,570.066469192505,3.98333344360193,160,-0.2075,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
"plant_dec_3_SB_SampleID_214",468840,6998770,2006,611.592583656311,3.91666668653489,165,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_215",484840,6998770,2006,623.847051620484,3.75833325584729,155,-0.2075,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_216",500830,6999170,2006,630.800760269165,3.72499997417132,156,-0.2075,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_217",532820,6999170,2006,610.707870483399,3.74166663487752,163,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_218",580800,6999170,2006,717.570594787597,3.19166675023735,165,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_219",564800,6999570,2006,695.053468704224,3.52500008046628,163,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_220",468840,7014760,2006,626.435203552246,3.77499996622403,164,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_221",260930,7015160,2006,562.5626745224,5.15000010530154,144,-0.2075,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_222",436850,7030750,2006,618.010875701905,3.60833337157965,172,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_223",500830,7030750,2006,678.828922271729,3.45833328180015,164,-0.2075,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_224",532820,7031150,2006,698.177934646606,3.29166662693024,166,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_225",452850,7031550,2006,643.759738922119,3.54166672254603,173,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_226",484840,7046750,2006,659.422748565674,3.45833332960804,166,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_227",516820,7046750,2006,641.915884017944,3.40000001216927,167,-0.2075,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
"plant_dec_3_SB_SampleID_228",468840,7047150,2006,693.452869415283,3.3166666229566,170,-0.2075,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
