"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Capreolus capreolus","Felis catus","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_3_SB_SampleID_310",473940,6752820,2006,634.76038646698,5.36666679009795,146,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_311",258320,6753490,2000,957.218729019166,6.24166657527288,109,0.206666666666667,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_312",258320,6753490,2006,732.882459640503,5.90000011523566,141,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"mammals_dec_3_SB_SampleID_313",258320,6753490,2007,828.943499088287,5.92499989271165,91,0.173333333333333,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_314",325200,6754530,2000,923.572866439818,5.91666677594185,125,0.206666666666667,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_315",325200,6754530,2003,702.085231304169,4.54166650772095,139,0.0975,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_316",325200,6754530,2005,790.030330181121,5.21666670838992,146,-0.2675,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_317",383900,6754850,2003,612.245736598969,4.44166657328605,127,0.0975,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_318",383900,6754850,2005,657.217991828919,5.07500010728836,133,-0.2675,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_319",575140,6754880,2001,770.993328094482,4.12500008940696,147,-0.1825,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_320",575140,6754880,2002,771.044733524323,4.37500014280281,173,0.0391666666666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_321",575140,6754880,2003,820.415733337402,4.12500009934108,147,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_322",300030,6755430,1998,804.966465950012,4.19166672229767,140,-0.480833333333333,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_323",300030,6755430,2000,845.897279739379,6.00833342969417,113,0.206666666666667,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_324",300030,6755430,2007,788.771716117858,5.64166664828855,87,0.173333333333333,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_325",517240,6756730,2000,953.752704620361,5.6666667809089,120,0.206666666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_326",417390,6758410,2006,642.915761947632,5.09166676613191,137,-0.2075,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1
"mammals_dec_3_SB_SampleID_327",220750,6758410,2006,707.808319091796,6.15833328167597,119,-0.2075,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
"mammals_dec_3_SB_SampleID_328",504130,6759250,2000,998.497074127197,5.67499999701976,115,0.206666666666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_329",504130,6759250,2004,965.003428459169,4.5083332657814,141,0.2425,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_330",504130,6759250,2006,540.266419410705,5.16666671819985,144,-0.2075,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_331",217440,6759590,2001,742.374258041382,5.2583333949248,125,-0.1825,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_332",483580,6759770,2004,955.254482746123,4.65833327174186,156,0.2425,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_333",343860,6763720,2007,827.535119056702,5.49999986092249,93,0.173333333333333,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1
"mammals_dec_3_SB_SampleID_334",414570,6765150,2000,924.283269882203,5.6166667342186,120,0.206666666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_335",464260,6765870,2007,880.530588150025,5.63333351661762,104,0.173333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_336",302600,6766850,2005,712.917367458344,5.24166668454806,125,-0.2675,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_337",302600,6766850,2007,773.191965579987,5.58333327124515,90,0.173333333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_338",253010,6768140,2006,674.58116531372,6.14999999602635,127,-0.2075,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
"mammals_dec_3_SB_SampleID_339",472870,6768170,2006,617.008239746094,5.31666665089625,151,-0.2075,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_340",465430,6768460,2003,673.139868736267,4.42499994238218,141,0.0975,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_341",341240,6769060,1998,951.899351119996,3.93333337704341,162,-0.480833333333333,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_342",341240,6769060,1999,749.872089385987,4.82499999801318,147,0.390833333333333,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_343",341240,6769060,2000,951.816343307496,5.82500007996957,125,0.206666666666667,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_344",341240,6769060,2001,830.03803062439,4.53333329161008,155,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_345",341240,6769060,2003,659.320056438446,4.45000008742014,138,0.0975,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_346",341240,6769060,2006,664.224534988403,5.43333330750466,138,-0.2075,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_347",284760,6769730,2001,714.768602371216,4.70833326379458,141,-0.1825,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_348",409330,6770460,2003,698.076407432556,4.29999995231629,132,0.0975,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1
"mammals_dec_3_SB_SampleID_349",238170,6771360,1998,875.730096817017,4.59166665871938,113,-0.480833333333333,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_350",238170,6771360,2004,726.064435958862,5.40833329906066,125,0.2425,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_351",545770,6773140,1998,914.441508293152,3.5499999622504,173,-0.480833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_352",545770,6773140,2005,955.785253524779,5.01666663090387,140,-0.2675,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_353",545770,6773140,2006,583.975452423096,4.90833332513771,150,-0.2075,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_354",594140,6773180,1999,625.671005249023,4.37499993046124,144,0.390833333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_355",594140,6773180,2005,947.415793418884,4.96666661898296,141,-0.2675,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_356",431590,6773300,2001,788.231300354003,4.46666659911474,155,-0.1825,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_357",215610,6773960,1999,699.059456825256,5.44166674216588,116,0.390833333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_358",215610,6773960,2004,761.118907928467,5.50833341603478,117,0.2425,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_359",398560,6773980,2000,853.362724304199,5.58333328180015,125,0.206666666666667,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_360",395770,6774640,2006,616.969692230225,4.95833350842198,143,-0.2075,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_361",450790,6774840,2003,702.128988265991,4.39166678984959,143,0.0975,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_362",450790,6774840,2005,767.698571681976,4.99999994039535,146,-0.2675,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_363",450790,6774840,2006,643.183197021484,5.21666658731798,151,-0.2075,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_364",588030,6775040,2002,788.56339263916,4.15833331520359,175,0.0391666666666667,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_365",588030,6775040,2006,595.12135887146,4.28333336114884,149,-0.2075,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_366",393290,6775120,2006,543.425893783569,5.01666665573916,139,-0.2075,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_367",475310,6775440,1999,642.100471496582,4.92500001688799,150,0.390833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_3_SB_SampleID_368",304760,6775510,1998,810.807224273682,4.00000001986822,135,-0.480833333333333,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_369",364850,6775570,2004,1035.64013147354,4.62500009437403,140,0.2425,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_370",291460,6775900,2005,710.739582538605,5.30000004172326,124,-0.2675,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_371",374180,6776430,1999,682.539026260376,4.72499993443489,142,0.390833333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_372",374180,6776430,2001,902.026222229004,4.35000000397364,151,-0.1825,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_373",374180,6776430,2002,717.092310667038,4.53333334128062,151,0.0391666666666667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_374",374180,6776430,2007,899.313440322875,5.23333342870077,79,0.173333333333333,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_375",393430,6777080,2007,749.80288887024,5.13333348929882,96,0.173333333333333,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0
"mammals_dec_3_SB_SampleID_376",593960,6777250,2003,813.098138809204,3.90833338101706,152,0.0975,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_377",331100,6777430,2001,764.194858551025,4.54166669150193,145,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_378",331100,6777430,2005,724.415574073792,5.27499995628993,131,-0.2675,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_379",331100,6777430,2006,634.319664001465,5.52499993642171,130,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"mammals_dec_3_SB_SampleID_380",331100,6777430,2007,752.989459991455,5.49166651566823,86,0.173333333333333,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_381",389750,6777700,2007,749.80288887024,5.13333348929882,96,0.173333333333333,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_382",283540,6778320,2002,691.281541466713,4.93333348010977,154,0.0391666666666667,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
"mammals_dec_3_SB_SampleID_383",201160,6778690,1999,626.465626239776,5.88333327571551,113,0.390833333333333,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_384",201160,6778690,2005,771.764736652375,6.08333340287207,103,-0.2675,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_385",263470,6780530,2001,784.227823257446,4.78333317240079,147,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_386",263470,6780530,2004,759.10347700119,5.04166676600774,126,0.2425,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_387",430150,6780600,1998,969.800201416016,3.77499999602636,168,-0.480833333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_388",259390,6781040,2006,684.091695785522,5.69166665275891,132,-0.2075,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_389",338670,6781060,2001,805.908615112304,4.61666672925155,151,-0.1825,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_390",394520,6781200,2002,641.724098682404,4.27499997615814,161,0.0391666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_391",394520,6781200,2003,573.47241640091,4.09166672825813,141,0.0975,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_392",537120,6781400,2001,793.104204177856,4.16666668653488,154,-0.1825,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_393",537120,6781400,2003,788.788578033447,4.1250000198682,150,0.0975,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_394",537120,6781400,2006,593.237752914429,4.9083333251377,151,-0.2075,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_395",521010,6781870,1998,912.895874023438,3.6250000099341,172,-0.480833333333333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_396",521010,6781870,2002,671.613390922546,4.40833336611589,170,0.0391666666666667,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"mammals_dec_3_SB_SampleID_397",521010,6781870,2005,936.532316684723,5.06666664282481,150,-0.2675,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_398",235270,6782030,2000,846.979904174805,6.31666674713294,108,0.206666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_399",235270,6782030,2003,576.022666454315,4.84999984999498,128,0.0975,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_400",235270,6782030,2007,706.404253959656,6.07499999801318,79,0.173333333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_401",206210,6782210,2003,612.334044456482,4.95833333581687,114,0.0975,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_402",206210,6782210,2004,750.016273498535,5.64166676998139,116,0.2425,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_403",206210,6782210,2005,833.822742938996,5.79166668653488,113,-0.2675,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_404",206210,6782210,2007,868.660239696502,6.22500009338061,69,0.173333333333333,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_405",271610,6782370,1999,784.894169807435,5.07500006755193,140,0.390833333333333,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_406",271610,6782370,2000,914.773267745972,6.09999997913837,112,0.206666666666667,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_407",271610,6782370,2003,669.263568878174,4.67500000198682,124,0.0975,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_408",271610,6782370,2006,666.702619552612,5.70833326379458,130,-0.2075,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_409",410570,6782730,2001,794.560350418091,4.18333333730697,151,-0.1825,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_410",601190,6783050,2006,611.121829986572,4.44999992847442,149,-0.2075,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
"mammals_dec_3_SB_SampleID_411",394420,6783240,2000,813.383804321289,5.40833336114883,121,0.206666666666667,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_412",394420,6783240,2003,573.47241640091,4.09166672825813,141,0.0975,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1
"mammals_dec_3_SB_SampleID_413",267990,6783300,2001,747.210193634034,4.80833333730698,144,-0.1825,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_414",513050,6783450,2000,890.712353706359,5.59999997417131,133,0.206666666666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_415",513050,6783450,2001,791.314832687378,4.29166662693024,154,-0.1825,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_416",513050,6783450,2005,908.528059482574,5.06666666269303,150,-0.2675,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_417",563010,6783620,2002,784.769988059998,4.40833341702819,172,0.0391666666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_418",563010,6783620,2005,950.246411323549,5.13333330551782,139,-0.2675,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_419",563010,6783620,2006,587.163433074951,4.92500001564621,149,-0.2075,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_420",393860,6784420,2002,641.724098682404,4.27499997615814,161,0.0391666666666667,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_421",393860,6784420,2003,573.47241640091,4.09166672825813,141,0.0975,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_422",540020,6784580,2007,899.749353408814,5.16666677221656,132,0.173333333333333,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_423",284560,6784910,2001,730.773975372315,4.65833322703838,142,-0.1825,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_424",284560,6784910,2002,673.521542072296,4.89166684448719,156,0.0391666666666667,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_425",212170,6786270,2002,720.896951138973,5.50833341665565,117,0.0391666666666667,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_426",541300,6786400,2000,908.741813659668,5.46666664878526,136,0.206666666666667,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_427",254090,6786830,2000,849.473880767822,6.12500003476938,110,0.206666666666667,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
"mammals_dec_3_SB_SampleID_428",245110,6787840,2007,753.126548290252,5.83333334326744,80,0.173333333333333,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_429",285340,6787950,2002,683.936599016189,4.85000012814999,153,0.0391666666666667,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_430",285340,6787950,2004,865.240526676179,4.84999997417132,132,0.2425,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_431",546600,6788650,2005,949.737698554992,5.09166679779689,141,-0.2675,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_432",396590,6789360,1998,963.636275291443,3.36666671435038,170,-0.480833333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_433",396590,6789360,2001,887.123655319214,4.05833338697752,152,-0.1825,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_434",396590,6789360,2003,712.280245780945,4.05000000198681,141,0.0975,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1
"mammals_dec_3_SB_SampleID_435",396590,6789360,2005,731.522066116332,4.7666666507721,134,-0.2675,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"mammals_dec_3_SB_SampleID_436",221180,6789450,1999,676.407909393311,5.4500000278155,118,0.390833333333333,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_437",221180,6789450,2003,626.56427192688,4.83333324144284,114,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_438",221180,6789450,2004,748.839121341705,5.50000012790163,116,0.2425,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_439",221180,6789450,2006,814.529432296753,6.04999991257985,128,-0.2075,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_440",221180,6789450,2007,873.346743106841,6.07499998311202,67,0.173333333333333,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_441",292690,6789510,2003,679.133317947388,4.50000002980232,122,0.0975,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_442",292690,6789510,2005,718.776857852935,5.24166663487753,125,-0.2675,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_443",321430,6789530,2001,757.433254241944,4.52500000099341,144,-0.1825,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_444",321430,6789530,2002,661.059108376503,4.80833339939514,153,0.0391666666666667,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_445",321430,6789530,2003,607.012461185455,4.49166663487752,126,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_446",276620,6790230,2007,805.651823997498,5.63333331048489,84,0.173333333333333,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_447",238410,6790530,2002,708.533876657487,5.14166671161849,144,0.0391666666666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_448",238410,6790530,2006,731.496643066406,5.88333334525427,129,-0.2075,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_449",455660,6791820,2000,864.33353805542,5.79999993989865,125,0.206666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_450",455660,6791820,2006,620.860296249389,5.26666678612431,152,-0.2075,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
"mammals_dec_3_SB_SampleID_451",408820,6792710,1998,951.315694808961,3.45833337306976,172,-0.480833333333333,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_452",408820,6792710,2004,1062.80275917053,4.25000005463759,145,0.2425,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
"mammals_dec_3_SB_SampleID_453",408820,6792710,2006,651.294103622437,4.64166669857998,153,-0.2075,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_454",519050,6793070,1998,960.393499374389,3.59166659911473,166,-0.480833333333333,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_455",519050,6793070,2003,779.36502456665,4.18333343664805,147,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_3_SB_SampleID_456",519050,6793070,2004,933.159481525421,4.40833331147829,150,0.2425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"mammals_dec_3_SB_SampleID_457",255310,6793410,2000,849.473880767822,6.12500003476938,110,0.206666666666667,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_458",255310,6793410,2006,677.134634017944,5.75833328564962,131,-0.2075,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_459",462230,6794530,2003,698.07137298584,4.40000013510387,140,0.0975,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_460",462230,6794530,2005,760.320573806763,5.12500013907751,144,-0.2675,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_461",287320,6794870,2003,679.133317947388,4.50000002980232,122,0.0975,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_462",487410,6795220,2005,780.898316860199,5.05833335717519,135,-0.2675,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_463",293800,6795290,2007,810.900017738342,5.47500018278757,88,0.173333333333333,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_464",207900,6796340,1999,678.441779136658,5.64166666070621,111,0.390833333333333,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_465",299410,6796780,2002,689.835334956647,4.76666676998139,160,0.0391666666666667,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_466",299410,6796780,2004,887.940648317336,4.75833348433176,130,0.2425,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_467",299410,6796780,2005,689.803231716156,5.16666666666666,135,-0.2675,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_468",527630,6796970,2004,899.506665706635,4.35833329955736,155,0.2425,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_469",527630,6796970,2006,630.644826889038,4.86666672180097,152,-0.2075,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"mammals_dec_3_SB_SampleID_470",252690,6798820,2002,669.194885730744,5.05000016341607,119,0.0391666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
