"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Capreolus capreolus","Felis catus","Gulo gulo","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_4_SB_SampleID_982",555460,7023300,2013,861.723335266114,4.15000000844398,155,0.21,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1
"mammals_dec_4_SB_SampleID_983",555460,7023300,2015,926.790178298949,4.65833338598411,161,0.433333333333333,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_984",217970,7026830,2011,673.032508850098,5.57499993840854,115,0.293333333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_4_SB_SampleID_985",451770,7027790,2017,778.469944000244,3.30833339629074,204,0.225833333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"mammals_dec_4_SB_SampleID_986",524880,7035060,2011,889.89322090149,3.90833341330291,149,0.293333333333333,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_987",524880,7035060,2012,1081.08813476563,2.14166665077209,179,-0.455833333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_988",524880,7035060,2013,871.25742149353,4.10833335419496,178,0.21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_989",520290,7035600,2010,624.203983306885,1.69166670242945,166,-1.1525,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"mammals_dec_4_SB_SampleID_990",520290,7035600,2012,1040.11695671081,2.42499994983276,164,-0.455833333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_991",532440,7035660,2009,584.80152797699,2.70833327186604,174,-0.243333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_992",532440,7035660,2013,871.25742149353,4.10833335419496,178,0.21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_993",532440,7035660,2017,856.298109054565,3.25833337629835,215,0.225833333333333,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_994",537330,7039570,2017,838.788908004761,3.19166673719883,200,0.225833333333333,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_995",517480,7040350,2009,589.982315063477,2.84166663388411,169,-0.243333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_996",517480,7040350,2011,889.197570800781,4.06666671608884,141,0.293333333333333,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_997",481630,7043660,2015,1053.92610359192,4.84166667362054,149,0.433333333333333,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_998",467270,7043760,2017,825.484861373901,3.24166670565804,199,0.225833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_999",487710,7071650,2017,784.10209274292,3.15833340833585,202,0.225833333333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_1000",500440,7073890,2016,865.928176879882,3.65000005563101,154,-0.0383333333333333,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
